[*] EdgeShield Sensor Simulator started
[+] iot/gateway/sensor-01/telemetry -> value=23.34 rssi=-70 fcnt=549
[+] iot/gateway/sensor-02/telemetry -> value=57.71 rssi=-94 fcnt=549
[+] iot/gateway/sensor-03/telemetry -> value=1014.87 rssi=-87 fcnt=549
[+] iot/gateway/sensor-01/telemetry -> value=23.54 rssi=-67 fcnt=550
[+] iot/gateway/sensor-02/telemetry -> value=51.14 rssi=-92 fcnt=550
[+] iot/gateway/sensor-03/telemetry -> value=1013.81 rssi=-93 fcnt=550
[+] iot/gateway/sensor-01/telemetry -> value=21.94 rssi=-77 fcnt=551
[+] iot/gateway/sensor-02/telemetry -> value=51.43 rssi=-89 fcnt=551
[+] iot/gateway/sensor-03/telemetry -> value=1014.0 rssi=-70 fcnt=551
[+] iot/gateway/sensor-01/telemetry -> value=24.24 rssi=-90 fcnt=552
[+] iot/gateway/sensor-02/telemetry -> value=56.02 rssi=-67 fcnt=552
[+] iot/gateway/sensor-03/telemetry -> value=1017.52 rssi=-86 fcnt=552
[+] iot/gateway/sensor-01/telemetry -> value=22.92 rssi=-88 fcnt=553
[+] iot/gateway/sensor-02/telemetry -> value=50.94 rssi=-70 fcnt=553
[+] iot/gateway/sensor-03/telemetry -> value=1011.72 rssi=-75 fcnt=553
[+] iot/gateway/sensor-01/telemetry -> value=22.62 rssi=-89 fcnt=554
[+] iot/gateway/sensor-02/telemetry -> value=50.68 rssi=-71 fcnt=554
[+] iot/gateway/sensor-03/telemetry -> value=1013.05 rssi=-85 fcnt=554
[+] iot/gateway/sensor-01/telemetry -> value=22.49 rssi=-87 fcnt=555
[+] iot/gateway/sensor-02/telemetry -> value=51.44 rssi=-95 fcnt=555
[+] iot/gateway/sensor-03/telemetry -> value=1013.83 rssi=-66 fcnt=555
[+] iot/gateway/sensor-01/telemetry -> value=23.38 rssi=-83 fcnt=556
[+] iot/gateway/sensor-02/telemetry -> value=53.44 rssi=-74 fcnt=556
[+] iot/gateway/sensor-03/telemetry -> value=1014.87 rssi=-89 fcnt=556
[+] iot/gateway/sensor-01/telemetry -> value=21.5 rssi=-64 fcnt=557
[+] iot/gateway/sensor-02/telemetry -> value=51.94 rssi=-61 fcnt=557
[+] iot/gateway/sensor-03/telemetry -> value=1011.52 rssi=-83 fcnt=557
[+] iot/gateway/sensor-01/telemetry -> value=22.62 rssi=-73 fcnt=558
[+] iot/gateway/sensor-02/telemetry -> value=56.26 rssi=-83 fcnt=558
[+] iot/gateway/sensor-03/telemetry -> value=1012.28 rssi=-84 fcnt=558
[+] iot/gateway/sensor-01/telemetry -> value=22.9 rssi=-63 fcnt=559
[+] iot/gateway/sensor-02/telemetry -> value=52.35 rssi=-90 fcnt=559
[+] iot/gateway/sensor-03/telemetry -> value=1016.92 rssi=-70 fcnt=559
[+] iot/gateway/sensor-01/telemetry -> value=22.43 rssi=-78 fcnt=560
[+] iot/gateway/sensor-02/telemetry -> value=56.47 rssi=-72 fcnt=560
[+] iot/gateway/sensor-03/telemetry -> value=1009.82 rssi=-95 fcnt=560
[+] iot/gateway/sensor-01/telemetry -> value=22.6 rssi=-67 fcnt=561
[+] iot/gateway/sensor-02/telemetry -> value=55.67 rssi=-85 fcnt=561
[+] iot/gateway/sensor-03/telemetry -> value=1015.9 rssi=-77 fcnt=561
[+] iot/gateway/sensor-01/telemetry -> value=23.05 rssi=-79 fcnt=562
[+] iot/gateway/sensor-02/telemetry -> value=58.69 rssi=-87 fcnt=562
[+] iot/gateway/sensor-03/telemetry -> value=1005.7 rssi=-73 fcnt=562
[+] iot/gateway/sensor-01/telemetry -> value=23.02 rssi=-73 fcnt=563
[+] iot/gateway/sensor-02/telemetry -> value=51.93 rssi=-92 fcnt=563
[+] iot/gateway/sensor-03/telemetry -> value=1014.92 rssi=-84 fcnt=563
[+] iot/gateway/sensor-01/telemetry -> value=22.42 rssi=-61 fcnt=564
[+] iot/gateway/sensor-02/telemetry -> value=50.79 rssi=-67 fcnt=564
[+] iot/gateway/sensor-03/telemetry -> value=1014.69 rssi=-80 fcnt=564
[+] iot/gateway/sensor-01/telemetry -> value=22.83 rssi=-78 fcnt=565
[+] iot/gateway/sensor-02/telemetry -> value=52.79 rssi=-62 fcnt=565
[+] iot/gateway/sensor-03/telemetry -> value=1011.55 rssi=-81 fcnt=565
[+] iot/gateway/sensor-01/telemetry -> value=23.44 rssi=-73 fcnt=566
[+] iot/gateway/sensor-02/telemetry -> value=57.05 rssi=-79 fcnt=566
[+] iot/gateway/sensor-03/telemetry -> value=1013.11 rssi=-72 fcnt=566
[+] iot/gateway/sensor-01/telemetry -> value=23.39 rssi=-94 fcnt=567
[+] iot/gateway/sensor-02/telemetry -> value=58.75 rssi=-83 fcnt=567
[+] iot/gateway/sensor-03/telemetry -> value=1013.21 rssi=-70 fcnt=567
[+] iot/gateway/sensor-01/telemetry -> value=22.55 rssi=-61 fcnt=568
[+] iot/gateway/sensor-02/telemetry -> value=53.69 rssi=-66 fcnt=568
[+] iot/gateway/sensor-03/telemetry -> value=1011.85 rssi=-89 fcnt=568
[+] iot/gateway/sensor-01/telemetry -> value=22.69 rssi=-93 fcnt=569
[+] iot/gateway/sensor-02/telemetry -> value=51.55 rssi=-74 fcnt=569
[+] iot/gateway/sensor-03/telemetry -> value=1012.15 rssi=-79 fcnt=569
[+] iot/gateway/sensor-01/telemetry -> value=23.46 rssi=-66 fcnt=570
[+] iot/gateway/sensor-02/telemetry -> value=52.42 rssi=-64 fcnt=570
[+] iot/gateway/sensor-03/telemetry -> value=1016.25 rssi=-66 fcnt=570
[+] iot/gateway/sensor-01/telemetry -> value=23.96 rssi=-93 fcnt=571
[+] iot/gateway/sensor-02/telemetry -> value=57.66 rssi=-78 fcnt=571
[+] iot/gateway/sensor-03/telemetry -> value=1014.11 rssi=-83 fcnt=571
[+] iot/gateway/sensor-01/telemetry -> value=22.4 rssi=-68 fcnt=572
[+] iot/gateway/sensor-02/telemetry -> value=55.0 rssi=-69 fcnt=572
[+] iot/gateway/sensor-03/telemetry -> value=1011.18 rssi=-69 fcnt=572
[+] iot/gateway/sensor-01/telemetry -> value=20.97 rssi=-61 fcnt=573
[+] iot/gateway/sensor-02/telemetry -> value=50.19 rssi=-75 fcnt=573
[+] iot/gateway/sensor-03/telemetry -> value=1012.36 rssi=-92 fcnt=573
[+] iot/gateway/sensor-01/telemetry -> value=23.23 rssi=-77 fcnt=574
[+] iot/gateway/sensor-02/telemetry -> value=54.64 rssi=-84 fcnt=574
[+] iot/gateway/sensor-03/telemetry -> value=1009.03 rssi=-95 fcnt=574
[+] iot/gateway/sensor-01/telemetry -> value=25.08 rssi=-71 fcnt=575
[+] iot/gateway/sensor-02/telemetry -> value=55.31 rssi=-61 fcnt=575
[+] iot/gateway/sensor-03/telemetry -> value=1014.19 rssi=-73 fcnt=575
[+] iot/gateway/sensor-01/telemetry -> value=22.42 rssi=-93 fcnt=576
[+] iot/gateway/sensor-02/telemetry -> value=56.23 rssi=-94 fcnt=576
[+] iot/gateway/sensor-03/telemetry -> value=1011.99 rssi=-66 fcnt=576
[+] iot/gateway/sensor-01/telemetry -> value=24.04 rssi=-62 fcnt=577
[+] iot/gateway/sensor-02/telemetry -> value=53.23 rssi=-72 fcnt=577
[+] iot/gateway/sensor-03/telemetry -> value=1015.49 rssi=-75 fcnt=577
[+] iot/gateway/sensor-01/telemetry -> value=22.8 rssi=-84 fcnt=578
[+] iot/gateway/sensor-02/telemetry -> value=51.41 rssi=-72 fcnt=578
[+] iot/gateway/sensor-03/telemetry -> value=1016.58 rssi=-87 fcnt=578
[+] iot/gateway/sensor-01/telemetry -> value=21.94 rssi=-69 fcnt=579
[+] iot/gateway/sensor-02/telemetry -> value=52.89 rssi=-88 fcnt=579
[+] iot/gateway/sensor-03/telemetry -> value=1011.86 rssi=-87 fcnt=579
[+] iot/gateway/sensor-01/telemetry -> value=22.54 rssi=-61 fcnt=580
[+] iot/gateway/sensor-02/telemetry -> value=52.3 rssi=-79 fcnt=580
[+] iot/gateway/sensor-03/telemetry -> value=1006.98 rssi=-72 fcnt=580
[+] iot/gateway/sensor-01/telemetry -> value=23.27 rssi=-85 fcnt=581
[+] iot/gateway/sensor-02/telemetry -> value=51.52 rssi=-80 fcnt=581
[+] iot/gateway/sensor-03/telemetry -> value=1012.02 rssi=-70 fcnt=581
[+] iot/gateway/sensor-01/telemetry -> value=22.44 rssi=-80 fcnt=582
[+] iot/gateway/sensor-02/telemetry -> value=53.06 rssi=-60 fcnt=582
[+] iot/gateway/sensor-03/telemetry -> value=1013.65 rssi=-60 fcnt=582
[+] iot/gateway/sensor-01/telemetry -> value=21.29 rssi=-89 fcnt=583
[+] iot/gateway/sensor-02/telemetry -> value=53.81 rssi=-63 fcnt=583
[+] iot/gateway/sensor-03/telemetry -> value=1011.28 rssi=-79 fcnt=583
[+] iot/gateway/sensor-01/telemetry -> value=20.51 rssi=-89 fcnt=584
[+] iot/gateway/sensor-02/telemetry -> value=59.14 rssi=-84 fcnt=584
[+] iot/gateway/sensor-03/telemetry -> value=1010.51 rssi=-86 fcnt=584
[+] iot/gateway/sensor-01/telemetry -> value=23.11 rssi=-72 fcnt=585
[+] iot/gateway/sensor-02/telemetry -> value=55.26 rssi=-91 fcnt=585
[+] iot/gateway/sensor-03/telemetry -> value=1014.92 rssi=-68 fcnt=585
[+] iot/gateway/sensor-01/telemetry -> value=23.6 rssi=-77 fcnt=586
[+] iot/gateway/sensor-02/telemetry -> value=57.13 rssi=-68 fcnt=586
[+] iot/gateway/sensor-03/telemetry -> value=1017.48 rssi=-77 fcnt=586
[+] iot/gateway/sensor-01/telemetry -> value=21.88 rssi=-77 fcnt=587
[+] iot/gateway/sensor-02/telemetry -> value=53.85 rssi=-63 fcnt=587
[+] iot/gateway/sensor-03/telemetry -> value=1016.06 rssi=-63 fcnt=587
[+] iot/gateway/sensor-01/telemetry -> value=22.48 rssi=-88 fcnt=588
[+] iot/gateway/sensor-02/telemetry -> value=55.99 rssi=-65 fcnt=588
[+] iot/gateway/sensor-03/telemetry -> value=1012.96 rssi=-82 fcnt=588
[+] iot/gateway/sensor-01/telemetry -> value=23.21 rssi=-64 fcnt=589
[+] iot/gateway/sensor-02/telemetry -> value=54.27 rssi=-74 fcnt=589
[+] iot/gateway/sensor-03/telemetry -> value=1014.28 rssi=-60 fcnt=589
[+] iot/gateway/sensor-01/telemetry -> value=24.24 rssi=-67 fcnt=590
[+] iot/gateway/sensor-02/telemetry -> value=60.69 rssi=-95 fcnt=590
[+] iot/gateway/sensor-03/telemetry -> value=1017.65 rssi=-84 fcnt=590
[+] iot/gateway/sensor-01/telemetry -> value=23.29 rssi=-83 fcnt=591
[+] iot/gateway/sensor-02/telemetry -> value=57.25 rssi=-69 fcnt=591
[+] iot/gateway/sensor-03/telemetry -> value=1012.31 rssi=-85 fcnt=591
[+] iot/gateway/sensor-01/telemetry -> value=23.12 rssi=-64 fcnt=592
[+] iot/gateway/sensor-02/telemetry -> value=56.61 rssi=-62 fcnt=592
[+] iot/gateway/sensor-03/telemetry -> value=1013.44 rssi=-63 fcnt=592
[+] iot/gateway/sensor-01/telemetry -> value=23.97 rssi=-69 fcnt=593
[+] iot/gateway/sensor-02/telemetry -> value=66.88 rssi=-95 fcnt=593
[+] iot/gateway/sensor-03/telemetry -> value=1011.2 rssi=-67 fcnt=593
[+] iot/gateway/sensor-01/telemetry -> value=23.19 rssi=-78 fcnt=594
[+] iot/gateway/sensor-02/telemetry -> value=58.79 rssi=-84 fcnt=594
[+] iot/gateway/sensor-03/telemetry -> value=1010.89 rssi=-70 fcnt=594
[+] iot/gateway/sensor-01/telemetry -> value=22.06 rssi=-88 fcnt=595
[+] iot/gateway/sensor-02/telemetry -> value=57.79 rssi=-64 fcnt=595
[+] iot/gateway/sensor-03/telemetry -> value=1015.99 rssi=-93 fcnt=595
[+] iot/gateway/sensor-01/telemetry -> value=22.15 rssi=-83 fcnt=596
[+] iot/gateway/sensor-02/telemetry -> value=58.1 rssi=-64 fcnt=596
[+] iot/gateway/sensor-03/telemetry -> value=1011.03 rssi=-80 fcnt=596
[+] iot/gateway/sensor-01/telemetry -> value=20.57 rssi=-73 fcnt=597
[+] iot/gateway/sensor-02/telemetry -> value=55.86 rssi=-78 fcnt=597
[+] iot/gateway/sensor-03/telemetry -> value=1011.49 rssi=-71 fcnt=597
[+] iot/gateway/sensor-01/telemetry -> value=21.34 rssi=-85 fcnt=598
[+] iot/gateway/sensor-02/telemetry -> value=52.18 rssi=-89 fcnt=598
[+] iot/gateway/sensor-03/telemetry -> value=1009.98 rssi=-77 fcnt=598
[+] iot/gateway/sensor-01/telemetry -> value=21.68 rssi=-93 fcnt=599
[+] iot/gateway/sensor-02/telemetry -> value=51.64 rssi=-64 fcnt=599
[+] iot/gateway/sensor-03/telemetry -> value=1015.07 rssi=-64 fcnt=599
[+] iot/gateway/sensor-01/telemetry -> value=20.02 rssi=-84 fcnt=600
[+] iot/gateway/sensor-02/telemetry -> value=54.67 rssi=-84 fcnt=600
[+] iot/gateway/sensor-03/telemetry -> value=1014.21 rssi=-74 fcnt=600
[+] iot/gateway/sensor-01/telemetry -> value=22.23 rssi=-87 fcnt=601
[+] iot/gateway/sensor-02/telemetry -> value=53.74 rssi=-84 fcnt=601
[+] iot/gateway/sensor-03/telemetry -> value=1013.94 rssi=-92 fcnt=601
[+] iot/gateway/sensor-01/telemetry -> value=21.35 rssi=-91 fcnt=602
[+] iot/gateway/sensor-02/telemetry -> value=56.39 rssi=-76 fcnt=602
[+] iot/gateway/sensor-03/telemetry -> value=1013.63 rssi=-64 fcnt=602
[+] iot/gateway/sensor-01/telemetry -> value=21.75 rssi=-78 fcnt=603
[+] iot/gateway/sensor-02/telemetry -> value=56.4 rssi=-66 fcnt=603
[+] iot/gateway/sensor-03/telemetry -> value=1013.57 rssi=-75 fcnt=603
[+] iot/gateway/sensor-01/telemetry -> value=23.24 rssi=-63 fcnt=604
[+] iot/gateway/sensor-02/telemetry -> value=53.2 rssi=-87 fcnt=604
[+] iot/gateway/sensor-03/telemetry -> value=1013.76 rssi=-62 fcnt=604
[+] iot/gateway/sensor-01/telemetry -> value=21.69 rssi=-94 fcnt=605
[+] iot/gateway/sensor-02/telemetry -> value=48.31 rssi=-92 fcnt=605
[+] iot/gateway/sensor-03/telemetry -> value=1014.54 rssi=-62 fcnt=605
[+] iot/gateway/sensor-01/telemetry -> value=23.06 rssi=-77 fcnt=606
[+] iot/gateway/sensor-02/telemetry -> value=60.06 rssi=-68 fcnt=606
[+] iot/gateway/sensor-03/telemetry -> value=1008.87 rssi=-86 fcnt=606
[+] iot/gateway/sensor-01/telemetry -> value=23.08 rssi=-76 fcnt=607
[+] iot/gateway/sensor-02/telemetry -> value=52.36 rssi=-75 fcnt=607
[+] iot/gateway/sensor-03/telemetry -> value=1012.04 rssi=-79 fcnt=607
[+] iot/gateway/sensor-01/telemetry -> value=23.08 rssi=-92 fcnt=608
[+] iot/gateway/sensor-02/telemetry -> value=55.96 rssi=-78 fcnt=608
[+] iot/gateway/sensor-03/telemetry -> value=1015.46 rssi=-86 fcnt=608
[+] iot/gateway/sensor-01/telemetry -> value=21.87 rssi=-71 fcnt=609
[+] iot/gateway/sensor-02/telemetry -> value=57.94 rssi=-77 fcnt=609
[+] iot/gateway/sensor-03/telemetry -> value=1013.7 rssi=-68 fcnt=609
[+] iot/gateway/sensor-01/telemetry -> value=21.48 rssi=-94 fcnt=610
[+] iot/gateway/sensor-02/telemetry -> value=55.11 rssi=-67 fcnt=610
[+] iot/gateway/sensor-03/telemetry -> value=1012.64 rssi=-60 fcnt=610
[+] iot/gateway/sensor-01/telemetry -> value=22.57 rssi=-77 fcnt=611
[+] iot/gateway/sensor-02/telemetry -> value=59.63 rssi=-81 fcnt=611
[+] iot/gateway/sensor-03/telemetry -> value=1008.77 rssi=-61 fcnt=611
[+] iot/gateway/sensor-01/telemetry -> value=23.05 rssi=-88 fcnt=612
[+] iot/gateway/sensor-02/telemetry -> value=57.48 rssi=-68 fcnt=612
[+] iot/gateway/sensor-03/telemetry -> value=1015.39 rssi=-89 fcnt=612
[+] iot/gateway/sensor-01/telemetry -> value=21.62 rssi=-61 fcnt=613
[+] iot/gateway/sensor-02/telemetry -> value=57.71 rssi=-80 fcnt=613
[+] iot/gateway/sensor-03/telemetry -> value=1012.48 rssi=-82 fcnt=613
[+] iot/gateway/sensor-01/telemetry -> value=21.86 rssi=-86 fcnt=614
[+] iot/gateway/sensor-02/telemetry -> value=55.49 rssi=-79 fcnt=614
[+] iot/gateway/sensor-03/telemetry -> value=1013.08 rssi=-82 fcnt=614
[+] iot/gateway/sensor-01/telemetry -> value=23.37 rssi=-82 fcnt=615
[+] iot/gateway/sensor-02/telemetry -> value=61.29 rssi=-61 fcnt=615
[+] iot/gateway/sensor-03/telemetry -> value=1016.73 rssi=-79 fcnt=615
[+] iot/gateway/sensor-01/telemetry -> value=23.0 rssi=-94 fcnt=616
[+] iot/gateway/sensor-02/telemetry -> value=52.21 rssi=-88 fcnt=616
[+] iot/gateway/sensor-03/telemetry -> value=1013.78 rssi=-81 fcnt=616
[+] iot/gateway/sensor-01/telemetry -> value=23.28 rssi=-61 fcnt=617
[+] iot/gateway/sensor-02/telemetry -> value=53.47 rssi=-69 fcnt=617
[+] iot/gateway/sensor-03/telemetry -> value=1011.3 rssi=-71 fcnt=617
[+] iot/gateway/sensor-01/telemetry -> value=22.52 rssi=-88 fcnt=618
[+] iot/gateway/sensor-02/telemetry -> value=56.86 rssi=-92 fcnt=618
[+] iot/gateway/sensor-03/telemetry -> value=1011.71 rssi=-68 fcnt=618
[+] iot/gateway/sensor-01/telemetry -> value=21.17 rssi=-67 fcnt=619
[+] iot/gateway/sensor-02/telemetry -> value=55.82 rssi=-69 fcnt=619
[+] iot/gateway/sensor-03/telemetry -> value=1011.44 rssi=-79 fcnt=619
[+] iot/gateway/sensor-01/telemetry -> value=20.8 rssi=-91 fcnt=620
[+] iot/gateway/sensor-02/telemetry -> value=51.44 rssi=-78 fcnt=620
[+] iot/gateway/sensor-03/telemetry -> value=1010.09 rssi=-64 fcnt=620
[+] iot/gateway/sensor-01/telemetry -> value=22.16 rssi=-83 fcnt=621
[+] iot/gateway/sensor-02/telemetry -> value=55.8 rssi=-80 fcnt=621
[+] iot/gateway/sensor-03/telemetry -> value=1012.63 rssi=-95 fcnt=621
[+] iot/gateway/sensor-01/telemetry -> value=22.19 rssi=-79 fcnt=622
[+] iot/gateway/sensor-02/telemetry -> value=59.36 rssi=-75 fcnt=622
[+] iot/gateway/sensor-03/telemetry -> value=1012.29 rssi=-93 fcnt=622
[+] iot/gateway/sensor-01/telemetry -> value=21.22 rssi=-77 fcnt=623
[+] iot/gateway/sensor-02/telemetry -> value=55.02 rssi=-86 fcnt=623
[+] iot/gateway/sensor-03/telemetry -> value=1014.49 rssi=-92 fcnt=623
[+] iot/gateway/sensor-01/telemetry -> value=23.37 rssi=-68 fcnt=624
[+] iot/gateway/sensor-02/telemetry -> value=51.06 rssi=-62 fcnt=624
[+] iot/gateway/sensor-03/telemetry -> value=1010.84 rssi=-60 fcnt=624
[+] iot/gateway/sensor-01/telemetry -> value=21.51 rssi=-70 fcnt=625
[+] iot/gateway/sensor-02/telemetry -> value=56.42 rssi=-84 fcnt=625
[+] iot/gateway/sensor-03/telemetry -> value=1009.96 rssi=-79 fcnt=625
[+] iot/gateway/sensor-01/telemetry -> value=21.89 rssi=-93 fcnt=626
[+] iot/gateway/sensor-02/telemetry -> value=53.7 rssi=-89 fcnt=626
[+] iot/gateway/sensor-03/telemetry -> value=1015.14 rssi=-88 fcnt=626
[+] iot/gateway/sensor-01/telemetry -> value=21.69 rssi=-74 fcnt=627
[+] iot/gateway/sensor-02/telemetry -> value=52.35 rssi=-92 fcnt=627
[+] iot/gateway/sensor-03/telemetry -> value=1017.15 rssi=-60 fcnt=627
[+] iot/gateway/sensor-01/telemetry -> value=22.23 rssi=-75 fcnt=628
[+] iot/gateway/sensor-02/telemetry -> value=58.53 rssi=-94 fcnt=628
[+] iot/gateway/sensor-03/telemetry -> value=1014.02 rssi=-76 fcnt=628
[+] iot/gateway/sensor-01/telemetry -> value=21.49 rssi=-73 fcnt=629
[+] iot/gateway/sensor-02/telemetry -> value=51.66 rssi=-68 fcnt=629
[+] iot/gateway/sensor-03/telemetry -> value=1012.5 rssi=-83 fcnt=629
[+] iot/gateway/sensor-01/telemetry -> value=21.12 rssi=-88 fcnt=630
[+] iot/gateway/sensor-02/telemetry -> value=54.77 rssi=-82 fcnt=630
[+] iot/gateway/sensor-03/telemetry -> value=1013.86 rssi=-79 fcnt=630
[+] iot/gateway/sensor-01/telemetry -> value=23.2 rssi=-60 fcnt=631
[+] iot/gateway/sensor-02/telemetry -> value=54.15 rssi=-85 fcnt=631
[+] iot/gateway/sensor-03/telemetry -> value=1014.22 rssi=-85 fcnt=631
[+] iot/gateway/sensor-01/telemetry -> value=20.86 rssi=-69 fcnt=632
[+] iot/gateway/sensor-02/telemetry -> value=55.98 rssi=-78 fcnt=632
[+] iot/gateway/sensor-03/telemetry -> value=1013.81 rssi=-78 fcnt=632
[+] iot/gateway/sensor-01/telemetry -> value=23.37 rssi=-93 fcnt=633
[+] iot/gateway/sensor-02/telemetry -> value=51.63 rssi=-92 fcnt=633
[+] iot/gateway/sensor-03/telemetry -> value=1011.68 rssi=-66 fcnt=633
[+] iot/gateway/sensor-01/telemetry -> value=24.03 rssi=-85 fcnt=634
[+] iot/gateway/sensor-02/telemetry -> value=56.07 rssi=-77 fcnt=634
[+] iot/gateway/sensor-03/telemetry -> value=1013.56 rssi=-62 fcnt=634
[+] iot/gateway/sensor-01/telemetry -> value=23.6 rssi=-73 fcnt=635
[+] iot/gateway/sensor-02/telemetry -> value=53.89 rssi=-71 fcnt=635
[+] iot/gateway/sensor-03/telemetry -> value=1014.02 rssi=-70 fcnt=635
[+] iot/gateway/sensor-01/telemetry -> value=23.91 rssi=-89 fcnt=636
[+] iot/gateway/sensor-02/telemetry -> value=54.67 rssi=-74 fcnt=636
[+] iot/gateway/sensor-03/telemetry -> value=1013.79 rssi=-62 fcnt=636
[+] iot/gateway/sensor-01/telemetry -> value=21.21 rssi=-83 fcnt=637
[+] iot/gateway/sensor-02/telemetry -> value=53.97 rssi=-93 fcnt=637
[+] iot/gateway/sensor-03/telemetry -> value=1014.55 rssi=-60 fcnt=637
[+] iot/gateway/sensor-01/telemetry -> value=22.54 rssi=-70 fcnt=638
[+] iot/gateway/sensor-02/telemetry -> value=53.78 rssi=-60 fcnt=638
[+] iot/gateway/sensor-03/telemetry -> value=1015.46 rssi=-83 fcnt=638
[+] iot/gateway/sensor-01/telemetry -> value=22.23 rssi=-75 fcnt=639
[+] iot/gateway/sensor-02/telemetry -> value=52.61 rssi=-64 fcnt=639
[+] iot/gateway/sensor-03/telemetry -> value=1011.1 rssi=-95 fcnt=639
[+] iot/gateway/sensor-01/telemetry -> value=25.62 rssi=-88 fcnt=640
[+] iot/gateway/sensor-02/telemetry -> value=54.88 rssi=-88 fcnt=640
[+] iot/gateway/sensor-03/telemetry -> value=1012.86 rssi=-90 fcnt=640
[+] iot/gateway/sensor-01/telemetry -> value=22.03 rssi=-61 fcnt=641
[+] iot/gateway/sensor-02/telemetry -> value=51.61 rssi=-83 fcnt=641
[+] iot/gateway/sensor-03/telemetry -> value=1013.63 rssi=-89 fcnt=641
[+] iot/gateway/sensor-01/telemetry -> value=22.21 rssi=-84 fcnt=642
[+] iot/gateway/sensor-02/telemetry -> value=57.06 rssi=-93 fcnt=642
[+] iot/gateway/sensor-03/telemetry -> value=1015.46 rssi=-77 fcnt=642
[+] iot/gateway/sensor-01/telemetry -> value=23.37 rssi=-95 fcnt=643
[+] iot/gateway/sensor-02/telemetry -> value=45.98 rssi=-81 fcnt=643
[+] iot/gateway/sensor-03/telemetry -> value=1011.61 rssi=-63 fcnt=643
[+] iot/gateway/sensor-01/telemetry -> value=20.48 rssi=-93 fcnt=644
[+] iot/gateway/sensor-02/telemetry -> value=53.71 rssi=-81 fcnt=644
[+] iot/gateway/sensor-03/telemetry -> value=1011.65 rssi=-84 fcnt=644
[+] iot/gateway/sensor-01/telemetry -> value=22.24 rssi=-76 fcnt=645
[+] iot/gateway/sensor-02/telemetry -> value=56.24 rssi=-80 fcnt=645
[+] iot/gateway/sensor-03/telemetry -> value=1012.6 rssi=-72 fcnt=645
[+] iot/gateway/sensor-01/telemetry -> value=20.41 rssi=-62 fcnt=646
[+] iot/gateway/sensor-02/telemetry -> value=56.85 rssi=-63 fcnt=646
[+] iot/gateway/sensor-03/telemetry -> value=1008.26 rssi=-85 fcnt=646
[+] iot/gateway/sensor-01/telemetry -> value=21.88 rssi=-77 fcnt=647
[+] iot/gateway/sensor-02/telemetry -> value=57.13 rssi=-63 fcnt=647
[+] iot/gateway/sensor-03/telemetry -> value=1008.92 rssi=-75 fcnt=647
[+] iot/gateway/sensor-01/telemetry -> value=22.11 rssi=-90 fcnt=648
[+] iot/gateway/sensor-02/telemetry -> value=48.73 rssi=-77 fcnt=648
[+] iot/gateway/sensor-03/telemetry -> value=1014.2 rssi=-92 fcnt=648
[+] iot/gateway/sensor-01/telemetry -> value=22.91 rssi=-75 fcnt=649
[+] iot/gateway/sensor-02/telemetry -> value=53.79 rssi=-61 fcnt=649
[+] iot/gateway/sensor-03/telemetry -> value=1014.97 rssi=-90 fcnt=649
[+] iot/gateway/sensor-01/telemetry -> value=23.09 rssi=-69 fcnt=650
[+] iot/gateway/sensor-02/telemetry -> value=54.35 rssi=-84 fcnt=650
[+] iot/gateway/sensor-03/telemetry -> value=1011.29 rssi=-74 fcnt=650
[+] iot/gateway/sensor-01/telemetry -> value=22.67 rssi=-77 fcnt=651
[+] iot/gateway/sensor-02/telemetry -> value=50.21 rssi=-82 fcnt=651
[+] iot/gateway/sensor-03/telemetry -> value=1015.6 rssi=-77 fcnt=651
[+] iot/gateway/sensor-01/telemetry -> value=23.71 rssi=-85 fcnt=652
[+] iot/gateway/sensor-02/telemetry -> value=52.04 rssi=-68 fcnt=652
[+] iot/gateway/sensor-03/telemetry -> value=1013.55 rssi=-89 fcnt=652
[+] iot/gateway/sensor-01/telemetry -> value=24.3 rssi=-61 fcnt=653
[+] iot/gateway/sensor-02/telemetry -> value=53.42 rssi=-67 fcnt=653
[+] iot/gateway/sensor-03/telemetry -> value=1015.68 rssi=-71 fcnt=653
[+] iot/gateway/sensor-01/telemetry -> value=22.71 rssi=-82 fcnt=654
[+] iot/gateway/sensor-02/telemetry -> value=50.59 rssi=-80 fcnt=654
